extraction_key,extraction_type,exact_match_accuracy,partial_match_f1,value_extraction_accuracy,structural_understanding,original_chart_id,perturbation_type,intensity
chart_179_advanced_bar,original,0.0,0.1538461538461538,15.384615384615383,50.0,chart_179,advanced,bar
chart_035_medium_line,original,0.0,0.4444444444444444,22.22222222222222,100.0,chart_035,medium,line
chart_058_complex_bar,original,0.0,0.0,0.0,12.5,chart_058,complex,bar
chart_189_medium_pie,original,0.0,0.0,0.0,100.0,chart_189,medium,pie
chart_003_medium_bar,original,0.0,0.0,0.0,31.25,chart_003,medium,bar
chart_102_medium_line,original,0.0,0.0,0.0,66.66666666666666,chart_102,medium,line
chart_196_advanced_scatter,original,0.0,0.3571428571428571,14.285714285714285,100.0,chart_196,advanced,scatter
chart_120_complex_pie,original,0.0,0.0,0.0,100.0,chart_120,complex,pie
chart_011_medium_scatter,original,0.0,0.0,0.0,92.85714285714286,chart_011,medium,scatter
chart_192_complex_line,original,0.0,0.0909090909090909,9.090909090909092,100.0,chart_192,complex,line
chart_153_advanced_pie,original,0.0,0.0,0.0,100.0,chart_153,advanced,pie
chart_064_complex_pie,original,0.0,0.0,0.0,100.0,chart_064,complex,pie
chart_190_advanced_line,original,0.0,0.1071428571428571,13.333333333333334,68.29268292682926,chart_190,advanced,line
chart_028_advanced_area,original,0.0,0.0,0.0,23.52941176470588,chart_028,advanced,area
chart_050_medium_pie,original,0.0,0.0,0.0,100.0,chart_050,medium,pie
chart_074_complex_bar,original,0.0,0.0,0.0,16.666666666666664,chart_074,complex,bar
chart_002_medium_bar,original,0.0,0.0,0.0,27.77777777777778,chart_002,medium,bar
chart_159_complex_line,original,0.0,0.25,16.666666666666664,100.0,chart_159,complex,line
chart_167_advanced_area,original,0.0,0.05,0.0,16.666666666666664,chart_167,advanced,area
chart_045_complex_bar,original,0.0,0.0,0.0,16.666666666666664,chart_045,complex,bar
chart_195_advanced_pie,original,0.0,0.0,0.0,100.0,chart_195,advanced,pie
chart_162_complex_bar,original,0.0,0.0,0.0,13.157894736842104,chart_162,complex,bar
chart_002_medium_line,original,0.0,0.5,30.0,100.0,chart_002,medium,line
chart_043_medium_pie,original,0.0,0.0,0.0,100.0,chart_043,medium,pie
chart_013_advanced_bar,original,0.0,0.2307692307692307,15.384615384615383,50.0,chart_013,advanced,bar
chart_083_complex_bar,original,0.0,0.0,0.0,16.666666666666664,chart_083,complex,bar
chart_034_medium_line,original,0.0,0.1904761904761904,0.0,75.0,chart_034,medium,line
chart_040_medium_area,original,0.0,0.0,0.0,30.0,chart_040,medium,area
chart_147_complex_pie,original,0.0,0.0,0.0,100.0,chart_147,complex,pie
chart_156_complex_bar,original,0.0,0.4255319148936171,90.9090909090909,15.27777777777778,chart_156,complex,bar
chart_076_medium_area,original,0.0,0.5714285714285714,42.85714285714285,50.0,chart_076,medium,area
chart_042_medium_bar,original,0.0,0.0,0.0,16.666666666666664,chart_042,medium,bar
chart_158_medium_bar,original,0.0,0.0,0.0,16.666666666666664,chart_158,medium,bar
chart_007_complex_line,original,0.0,0.2,20.0,100.0,chart_007,complex,line
chart_010_advanced_pie,original,0.0,0.0,0.0,100.0,chart_010,advanced,pie
chart_036_advanced_bar,original,0.0,0.0,0.0,20.833333333333336,chart_036,advanced,bar
chart_067_advanced_scatter,original,0.0,0.0909090909090909,9.090909090909092,100.0,chart_067,advanced,scatter
chart_082_complex_line,original,0.0,0.2727272727272727,9.090909090909092,100.0,chart_082,complex,line
chart_093_complex_area,original,0.0,0.4444444444444444,11.11111111111111,50.0,chart_093,complex,area
chart_134_advanced_scatter,original,0.0,0.0,0.0,100.0,chart_134,advanced,scatter
chart_030_medium_bar,original,0.0,0.0,0.0,25.0,chart_030,medium,bar
chart_059_advanced_bar,original,0.0,0.303030303030303,81.81818181818183,10.0,chart_059,advanced,bar
chart_087_complex_scatter,original,0.0,0.0,0.0,100.0,chart_087,complex,scatter
chart_104_advanced_line,original,0.0,0.1428571428571428,0.0,100.0,chart_104,advanced,line
chart_008_complex_pie,original,0.0,0.0,0.0,100.0,chart_008,complex,pie
chart_129_complex_bar,original,0.0,0.0,0.0,12.5,chart_129,complex,bar
chart_113_complex_bar,original,0.0,0.0,0.0,17.391304347826086,chart_113,complex,bar
chart_071_advanced_bar,original,0.0,0.0493827160493827,7.6923076923076925,9.558823529411764,chart_071,advanced,bar
chart_122_advanced_scatter,original,0.0,1.0,83.33333333333334,100.0,chart_122,advanced,scatter
chart_109_advanced_bar,original,0.0,0.0,0.0,13.392857142857142,chart_109,advanced,bar
chart_077_complex_area,original,0.0,0.25,8.333333333333332,50.0,chart_077,complex,area
chart_144_complex_bar,original,0.0,0.0,0.0,16.666666666666664,chart_144,complex,bar
chart_062_advanced_line,original,0.0,0.1538461538461538,15.384615384615383,100.0,chart_062,advanced,line
chart_098_complex_bar,original,0.0,0.0,0.0,16.666666666666664,chart_098,complex,bar
chart_194_medium_line,original,0.0,0.25,12.5,100.0,chart_194,medium,line
chart_108_medium_bar,original,0.0,0.0,0.0,25.0,chart_108,medium,bar
chart_124_medium_scatter,original,0.0,0.0,0.0,83.33333333333333,chart_124,medium,scatter
chart_041_medium_line,original,0.0,0.0,0.0,75.0,chart_041,medium,line
chart_001_complex_bar,original,0.0,0.0,0.0,11.11111111111111,chart_001,complex,bar
chart_200_complex_pie,original,0.0,0.0,0.0,100.0,chart_200,complex,pie
chart_193_medium_line,original,0.0,0.3333333333333333,33.33333333333333,75.0,chart_193,medium,line
chart_014_complex_bar,original,0.0,0.0,0.0,12.5,chart_014,complex,bar
chart_128_complex_bar,original,0.0,0.0,0.0,12.5,chart_128,complex,bar
chart_117_medium_line,original,0.0,0.5,33.33333333333333,100.0,chart_117,medium,line
chart_116_advanced_pie,original,0.0,0.0,0.0,100.0,chart_116,advanced,pie
chart_142_complex_line,original,0.0,0.3,20.0,100.0,chart_142,complex,line
chart_165_advanced_pie,original,0.0,0.0,0.0,100.0,chart_165,advanced,pie
chart_078_complex_bar,original,0.0,0.2,50.0,12.5,chart_078,complex,bar
chart_118_medium_line,original,0.0,0.5,33.33333333333333,100.0,chart_118,medium,line
chart_017_complex_scatter,original,0.0,0.0,0.0,100.0,chart_017,complex,scatter
chart_012_advanced_line,original,0.0,0.0,0.0,95.83333333333331,chart_012,advanced,line
chart_177_complex_bar,original,0.0,0.0,0.0,12.5,chart_177,complex,bar
chart_140_medium_scatter,original,0.0,0.0,0.0,91.66666666666669,chart_140,medium,scatter
chart_143_medium_pie,original,0.0,0.0,0.0,100.0,chart_143,medium,pie
chart_063_medium_line,original,0.0,0.0,0.0,75.0,chart_063,medium,line
chart_160_complex_bar,original,0.0,0.0,0.0,12.5,chart_160,complex,bar
chart_111_medium_line,original,0.0,0.0,0.0,75.0,chart_111,medium,line
chart_044_medium_bar,original,0.0,0.0,0.0,40.0,chart_044,medium,bar
chart_099_medium_line,original,0.0,0.5,16.666666666666664,100.0,chart_099,medium,line
chart_132_complex_bar,original,0.0,0.0,0.0,16.666666666666664,chart_132,complex,bar
chart_052_advanced_area,original,0.0,0.0,0.0,50.0,chart_052,advanced,area
chart_138_complex_bar,original,0.0,0.0,0.0,12.5,chart_138,complex,bar
chart_110_complex_area,original,0.0,0.25,25.0,50.0,chart_110,complex,area
chart_121_complex_scatter,original,0.0,0.0,0.0,100.0,chart_121,complex,scatter
chart_170_complex_line,original,0.0,0.0833333333333333,8.333333333333332,100.0,chart_170,complex,line
chart_119_advanced_pie,original,0.0,0.0,0.0,100.0,chart_119,advanced,pie
chart_176_medium_pie,original,0.0,0.0,0.0,100.0,chart_176,medium,pie
chart_031_complex_bar,original,0.0,0.0,0.0,18.75,chart_031,complex,bar
chart_125_medium_bar,original,0.0,0.0,0.0,16.666666666666664,chart_125,medium,bar
chart_145_medium_bar,original,0.0,0.0,0.0,16.666666666666664,chart_145,medium,bar
chart_080_medium_pie,original,0.0,0.0,0.0,100.0,chart_080,medium,pie
chart_175_advanced_bar,original,0.0,0.3333333333333333,90.9090909090909,10.0,chart_175,advanced,bar
chart_061_complex_bar,original,0.0,0.0,0.0,16.666666666666664,chart_061,complex,bar
chart_081_complex_scatter,original,0.0,0.0,0.0,100.0,chart_081,complex,scatter
chart_107_medium_scatter,original,0.0,0.0,0.0,81.25,chart_107,medium,scatter
chart_100_complex_area,original,0.0,0.2727272727272727,9.090909090909092,50.0,chart_100,complex,area
chart_155_advanced_pie,original,0.0,0.0,0.0,100.0,chart_155,advanced,pie
chart_070_medium_bar,original,0.0,0.0,0.0,25.0,chart_070,medium,bar
chart_025_medium_bar,original,0.0,0.0,0.0,25.0,chart_025,medium,bar
chart_184_complex_bar,original,0.0,0.3076923076923076,45.45454545454545,19.642857142857142,chart_184,complex,bar
chart_150_medium_bar,original,0.0,0.0,0.0,16.666666666666664,chart_150,medium,bar
chart_049_advanced_bar,original,0.0,0.0,0.0,10.0,chart_049,advanced,bar
chart_166_medium_bar,original,0.0,0.0,0.0,25.0,chart_166,medium,bar
chart_101_complex_pie,original,0.0,0.0,0.0,100.0,chart_101,complex,pie
chart_003_advanced_pie,original,0.0,0.0,0.0,100.0,chart_003,advanced,pie
